20,0.29,0.002
40,1.13,0.017
60,2.54,0.785
80,4.41,0.235
100,6.8,0.543
120,9.48,1.06
140,12.44,1.85
160,15.6,2.92
180,18.6,4.27
200,22.36,5.85
220,25.24,7.72
240,28.29,9.76
260,31.7,11.8
280,34.3,14.1
300,35.9,16.1
320,37.85,17.7
340,37.8,19.6
360,39.1,21.8
380,41.8,23.2
400,42.55,24.4
420,41.49,25.1
