200,20.8,7.6
210,33.7,18.5
220,39.7,25.6
230,43.2,30
240,45.6,32.7
250,45.8,32.6
260,45.3,30.6
270,44.3,28.6
280,42,25.2
290,38.3,20.4
300,33,15.1
