300,36.5,25.6
280,41,29
260,43.1,31.6
240,44.4,32.6
220,45,32.2
200,43.8,29.7
180,41.1,25.7
160,37.7,20.5
140,32.3,15
120,26.3,9.7
100,20.3,5.5
80,13.8,2.6
60,8.2,0.9
40,3.8,0.198
20,0.99,0.017
