200,23.07,5
210,28.9,11
220,32.4,16.5
230,35.6,20.2
240,36.8,22.9
250,38.9,21.7
260,38.1,20.6
270,36.25,18.5
280,32.2,14.9
290,26.3,10.5
300,20.13,6.68
