"Piezo Voltage (V)";"Fast In 3 (V)";"Fast In 4 (V)";
42.233711;-0.0054879929;0.004948122;
42.234207;-0.0052282093;0.0057524242;
42.234695;-0.0052604987;0.0043375571;
42.235191;-0.0052825143;0.0051665655;
42.235676;-0.0054569263;0.0036885869;
42.236172;-0.0056051644;0.0056467494;
42.23666;-0.0052729743;0.0062810429;
42.237156;-0.005509764;0.0060956227;
42.23764;-0.0055251746;0.0053771813;
42.238136;-0.0054850574;0.0063862284;
42.238625;-0.0052888743;0.0047871638;
42.23912;-0.0055151456;0.0054376018;
42.239605;-0.0054642651;0.0047450894;
42.240101;-0.0054596174;0.0057191565;
42.240589;-0.0055090301;0.0068001212;
42.241085;-0.0053331498;0.005532024;
42.24157;-0.0055293334;0.0043057567;
42.242065;-0.0053864764;0.0051829549;
42.242554;-0.0053965058;0.0062384792;
42.24305;-0.0055114762;0.0069515393;
42.243534;-0.0055183256;0.0053177392;
42.24403;-0.0055782567;0.0071518808;
42.244518;-0.0056354972;0.0073536905;
42.245014;-0.0056357416;0.0059985095;
42.245499;-0.0054493435;0.0063884296;
42.245995;-0.0053906352;0.0058280113;
42.246483;-0.0056306049;0.0067066769;
42.246979;-0.0056328066;0.0065716482;
42.247463;-0.0055107423;0.0066592214;
42.247959;-0.0055263978;0.0064143594;
42.248447;-0.0055107423;0.0077171917;
42.248943;-0.0055200378;0.0079079932;
42.249428;-0.0056288927;0.0055785012;
42.249924;-0.0056423466;0.0068886727;
42.250412;-0.0054368679;0.009292284;
42.250908;-0.0055141668;0.0091134682;
42.251392;-0.0055606444;0.0083698314;
42.251888;-0.0054596174;0.006991901;
42.252377;-0.0054168091;0.0073272716;
42.252872;-0.0053654397;0.00808632;
42.253357;-0.0057037454;0.0078681204;
42.253853;-0.0055263978;0.008391358;
42.254341;-0.005411183;0.0087631764;
42.254837;-0.0055114762;0.0090474216;
42.255322;-0.0055117207;0.0085806912;
42.25581;-0.0055303117;0.010348787;
42.256306;-0.0055616228;0.0082553504;
42.256802;-0.0055770339;0.0084177759;
42.257286;-0.0056332955;0.0101482;
42.257782;-0.0055944016;0.0095711481;
42.25827;-0.0055694506;0.0094278017;
42.258766;-0.0055327578;0.010365176;
42.259251;-0.0054432279;0.010591202;
42.259747;-0.0056071216;0.010226233;
42.260235;-0.0053979736;0.01032775;
42.260731;-0.0055205268;0.011226718;
42.261215;-0.005636231;0.010687582;
42.261711;-0.0055173468;0.011326034;
42.262199;-0.0056041861;0.012691977;
42.262695;-0.0055692061;0.011212531;
42.26318;-0.0055281101;0.013623481;
42.263676;-0.0054742945;0.013338746;
42.264164;-0.0055386289;0.014800335;
42.26466;-0.0054307524;0.01417387;
42.265144;-0.0055293334;0.015132281;
42.26564;-0.0056205755;0.016636189;
42.266129;-0.0055102529;0.014261443;
42.266624;-0.0053955275;0.016377628;
42.267109;-0.005503159;0.015516819;
42.267605;-0.0054909284;0.016206887;
42.268093;-0.0056081;0.016507765;
42.268589;-0.0054449402;0.017823562;
42.269073;-0.0055547734;0.016202727;
42.269569;-0.0054664668;0.017683642;
42.270058;-0.0055109868;0.019462256;
42.270542;-0.0054106936;0.016765103;
42.271038;-0.0053869658;0.01891211;
42.271534;-0.0054953313;0.02069268;
42.272022;-0.0052737081;0.019740874;
42.272518;-0.0053862319;0.019041024;
42.273003;-0.0052756649;0.02221836;
42.273499;-0.0054065352;0.022212978;
42.273987;-0.0055149007;0.022463711;
42.274483;-0.0054444508;0.023725204;
42.274967;-0.005354187;0.023599226;
42.275463;-0.0053852536;0.022565227;
42.275951;-0.0053854981;0.025036108;
42.276447;-0.0051602055;0.024184106;
42.276932;-0.0052984143;0.026020205;
42.277428;-0.0051817317;0.02587319;
42.277916;-0.0053524747;0.028388591;
42.278412;-0.0050207735;0.028479589;
42.278896;-0.0050391196;0.029753312;
42.279392;-0.0049471436;0.033037055;
42.279881;-0.0049268403;0.032753054;
42.280376;-0.0048815864;0.03158452;
42.280861;-0.0048003732;0.036393207;
42.281357;-0.0039782138;0.03693039;
42.281845;-0.0048847664;0.040271375;
42.282341;-0.0046606967;0.038302202;
42.282825;-0.0048984648;0.042646855;
42.283321;-0.0043223905;0.043355022;
42.28381;-0.004297195;0.042824689;
42.284306;-0.0039040947;0.045981478;
42.28479;-0.0035555148;0.047747616;
42.285286;-0.0042250329;0.047482207;
42.285774;-0.0036797805;0.04940857;
42.28627;-0.0029464173;0.052112818;
42.286755;-0.0032866802;0.053336147;
42.287243;-0.0031829625;0.051005434;
42.287739;-0.0034341847;0.055022053;
42.288235;-0.0024050788;0.05474123;
42.288719;-0.0011396728;0.054487564;
42.289215;-0.00039114335;0.054022301;
42.289703;0.0014322352;0.038560521;
42.290188;0.00034637834;0.017290296;
42.290684;-0.0034040967;-0.073238224;
42.291172;-0.0038507681;-0.073547915;
42.291668;-0.0045572235;-0.070343174;
42.292152;-0.0046628984;-0.068407029;
42.292648;-0.0050882879;-0.062914386;
42.293137;-0.0047516944;-0.0641113;
42.293633;-0.0052201366;-0.060905591;
42.294117;-0.0048862337;-0.061074622;
42.294613;-0.0052786004;-0.055916619;
42.295101;-0.004916077;-0.056156833;
42.295597;-0.00516045;-0.053675678;
42.296082;-0.0051357439;-0.052738059;
42.296577;-0.0052531599;-0.051757142;
42.297066;-0.0055261534;-0.050949905;
42.297562;-0.0051824655;-0.048102312;
42.298046;-0.005316027;-0.048232447;
42.298542;-0.0053422009;-0.047071494;
42.29903;-0.005547435;-0.046582993;
42.299526;-0.0057010548;-0.046436224;
42.300011;-0.0054119169;-0.045074195;
42.300507;-0.0055980706;-0.044783097;
42.300995;-0.0057421504;-0.04473858;
42.301491;-0.005522484;-0.044682071;
42.301975;-0.005280802;-0.043590099;
42.302471;-0.0055337362;-0.043113094;
42.302959;-0.0056301155;-0.041300967;
42.303455;-0.0056819743;-0.040914472;
42.30394;-0.0056357416;-0.041427437;
42.304436;-0.0057612304;-0.040274799;
42.304924;-0.0056856438;-0.039185271;
42.30542;-0.005728452;-0.039878275;
42.305904;-0.0056824638;-0.037250593;
42.3064;-0.0057624537;-0.037609447;
42.306889;-0.005652376;-0.037878036;
42.307384;-0.005636231;-0.03607912;
42.307869;-0.005636231;-0.035066649;
42.308365;-0.0056364755;-0.034144685;
42.308853;-0.0057240487;-0.035984941;
42.309349;-0.005645771;-0.03381959;
42.309834;-0.0057656337;-0.033238377;
42.310329;-0.0057582953;-0.032519691;
42.310818;-0.0057612304;-0.03232424;
42.311314;-0.0058201835;-0.031097975;
42.311798;-0.0057367687;-0.0329578;
42.312294;-0.0057785986;-0.032351885;
42.312782;-0.0057751737;-0.032209516;
42.313267;-0.0057739508;-0.031889312;
42.313763;-0.0056545772;-0.030888338;
42.314259;-0.0058788918;-0.030202674;
42.314747;-0.0058739991;-0.030080611;
42.315243;-0.0059280596;-0.029514566;
42.315727;-0.0057027671;-0.029939465;
42.316223;-0.0057326104;-0.029132718;
42.316711;-0.0056758593;-0.029824495;
42.317207;-0.0057631875;-0.030629776;
42.317692;-0.0057629431;-0.029509673;
42.318188;-0.0056743915;-0.028542455;
42.318676;-0.0058419541;-0.028072545;
42.319172;-0.0058505158;-0.026741581;
42.319656;-0.0058766901;-0.029433107;
42.320152;-0.0057690581;-0.028069854;
42.320641;-0.0057989019;-0.02768556;
42.321136;-0.0057612304;-0.026657188;
42.321621;-0.0058791363;-0.027242068;
42.322117;-0.0058370619;-0.02706619;
42.322605;-0.0057940092;-0.026348237;
42.323101;-0.005789117;-0.028013593;
42.323586;-0.0058387741;-0.02673571;
42.324081;-0.0057636769;-0.027303223;
42.32457;-0.0057761525;-0.026108267;
42.325066;-0.0056614266;-0.02607451;
42.32555;-0.005617151;-0.027132969;
42.326046;-0.0056435694;-0.025438748;
42.326534;-0.0058170035;-0.024441199;
42.32703;-0.0057886275;-0.02503146;
42.327515;-0.0056986087;-0.025720548;
42.328011;-0.005604431;-0.022961996;
42.328499;-0.0055109868;-0.02469291;
42.328995;-0.005665096;-0.024920894;
42.329479;-0.0053886781;-0.025468348;
42.329967;-0.0051778178;-0.02526238;
42.330463;-0.0054515447;-0.024884935;
42.330959;-0.0053847642;-0.024138117;
42.331444;-0.0049028681;-0.025255285;
42.33194;-0.0044361376;-0.024413312;
42.332428;-0.0047727316;-0.025458807;
42.332924;-0.0041819802;-0.025626861;
42.333408;-0.0039424999;-0.025079161;
42.333904;-0.0034317384;-0.024858028;
42.334393;-0.0038414728;-0.024166739;
42.334888;-0.0034985191;-0.024431415;
42.335373;-0.0040550237;-0.024747215;
42.335869;-0.0035606518;-0.025084788;
42.336357;-0.004798661;-0.024566932;
42.336853;-0.0052247844;-0.024603136;
42.337337;-0.0042069312;-0.023425791;
42.337833;-0.0049586408;-0.024064489;
42.338322;-0.0051240022;-0.022549571;
42.338818;-0.0053439131;-0.022152314;
42.339302;-0.0049554608;-0.021625407;
42.339798;-0.005629871;-0.022158917;
42.340286;-0.0058612791;-0.021807158;
42.340782;-0.0056014955;-0.022739884;
42.341267;-0.005690536;-0.021777069;
42.341763;-0.0056927376;-0.021037836;
42.342251;-0.0057467981;-0.02125359;
42.342747;-0.005839753;-0.02115036;
42.343231;-0.0057710153;-0.021958333;
42.343727;-0.0058793807;-0.022217626;
42.344215;-0.0057668569;-0.020040775;
42.3447;-0.0059327073;-0.022108283;
42.345196;-0.0057609859;-0.020682896;
42.345692;-0.005642591;-0.020852171;
42.34618;-0.006058441;-0.020463718;
42.346676;-0.0059806523;-0.020317683;
42.34716;-0.0059872572;-0.021432159;
42.347656;-0.0057834908;-0.019818662;
42.348145;-0.005887453;-0.020231577;
42.34864;-0.0057622092;-0.019780748;
42.349125;-0.0059916601;-0.020444639;
42.349621;-0.0061220415;-0.019985247;
42.350109;-0.0059654862;-0.020045178;
42.350605;-0.0058872085;-0.02140305;
42.351089;-0.0060630888;-0.019833829;
42.351578;-0.0060381377;-0.02043779;
42.352074;-0.0059263473;-0.020538326;
42.352558;-0.0058903885;-0.019696843;
42.353054;-0.0060090283;-0.019210787;
42.353542;-0.0060980688;-0.019567929;
42.354038;-0.0060117189;-0.01932111;
42.354523;-0.0058867196;-0.020064503;
42.355019;-0.0060112295;-0.019997967;
42.355507;-0.0058940579;-0.01897987;
42.356003;-0.0060060928;-0.019847773;
42.356487;-0.0059840772;-0.018270234;
42.356983;-0.0058903885;-0.019356824;
42.357471;-0.0060148989;-0.01715013;
42.357967;-0.0060095172;-0.017851938;
42.358452;-0.0061981175;-0.018605361;
42.358948;-0.0058896546;-0.017670922;
42.359436;-0.0059075118;-0.018943666;
42.359932;-0.0060100066;-0.019731579;
42.360416;-0.0061247321;-0.017230609;
42.360912;-0.0058876979;-0.019840922;
42.361401;-0.0060041356;-0.019301541;
42.361897;-0.0060058483;-0.020513376;
42.362381;-0.0059608384;-0.017452722;
42.362877;-0.0060745855;-0.018411133;
42.363365;-0.0059334412;-0.018223757;
42.363861;-0.0059283045;-0.020007018;
42.364346;-0.0059199873;-0.019692685;
42.364841;-0.0059361323;-0.019168958;
42.36533;-0.0061347615;-0.018942688;
42.365826;-0.0059168073;-0.017101452;
42.36631;-0.0058879424;-0.018655261;
42.366806;-0.0058872085;-0.017591665;
42.367294;-0.0061288904;-0.018104628;
42.36779;-0.0060175895;-0.018075518;
42.368275;-0.0059884801;-0.017782712;
42.368771;-0.0059493412;-0.018028796;
42.369259;-0.0059334412;-0.017364416;
42.369755;-0.0059750262;-0.017266324;
42.370239;-0.0058593224;-0.016950523;
42.370735;-0.0057103503;-0.017561087;
42.371223;-0.0057996353;-0.016055712;
42.371719;-0.0059021302;-0.017524395;
42.372204;-0.0058879424;-0.017674835;
42.372692;-0.0058969934;-0.017474983;
42.373188;-0.0060126972;-0.017265346;
42.373684;-0.0057467981;-0.01753418;
42.374168;-0.006058441;-0.018097289;
42.374664;-0.0061367182;-0.0167311;
42.375153;-0.0059652417;-0.018360497;
42.375648;-0.0059728245;-0.017000426;
42.376133;-0.0059473845;-0.016000429;
42.376629;-0.0060131866;-0.01751877;
42.377117;-0.0060303099;-0.0168561;
42.377613;-0.0058884318;-0.016724251;
42.378098;-0.0061242431;-0.017331881;
42.378593;-0.0060124528;-0.017568182;
42.379082;-0.0060122083;-0.016832128;
42.379578;-0.0058727763;-0.015097545;
42.380062;-0.0058918563;-0.015732083;
42.380558;-0.0060670027;-0.016809378;
42.381046;-0.0061340276;-0.016070388;
42.381542;-0.0059972866;-0.016579438;
42.382027;-0.0060136756;-0.015548864;
42.382523;-0.0059099579;-0.015195392;
42.383011;-0.0061173937;-0.017830901;
42.383507;-0.0061205737;-0.016728899;
42.383991;-0.0060134311;-0.015407965;
42.384487;-0.0060215034;-0.017132763;
42.384975;-0.0060051144;-0.015982816;
42.385471;-0.0060175895;-0.016625915;
42.385956;-0.0061369631;-0.017560354;
42.386452;-0.0059564351;-0.017466666;
42.38694;-0.0058898996;-0.016736483;
42.387424;-0.0059728245;-0.016419947;
42.38792;-0.0058903885;-0.016402336;
42.388416;-0.0059331967;-0.017147195;
42.388905;-0.0060327561;-0.017731097;
42.3894;-0.0059972866;-0.017491372;
42.389885;-0.0060119634;-0.015571859;
42.390381;-0.0060210144;-0.01650165;
42.390869;-0.0059089796;-0.016963243;
42.391365;-0.0061056521;-0.018026106;
42.39185;-0.006109321;-0.01784778;
42.392345;-0.0060745855;-0.017251402;
42.392834;-0.0058894102;-0.017806195;
42.39333;-0.0060119634;-0.017436577;
42.393814;-0.0060119634;-0.018249687;
42.39431;-0.0059872572;-0.016509723;
42.394798;-0.0059933728;-0.017145973;
42.395294;-0.0061369631;-0.01758286;
42.395779;-0.0060009556;-0.016787853;
42.396275;-0.0061369631;-0.018405752;
42.396763;-0.0057842247;-0.016386924;
42.397259;-0.0060234605;-0.016974006;
42.397743;-0.0060540377;-0.016021956;
42.398239;-0.0060080495;-0.016094606;
42.398727;-0.0059393123;-0.016861971;
42.399223;-0.0061347615;-0.016648909;
42.399708;-0.00594714;-0.015781496;
42.400204;-0.0060134311;-0.017246999;
42.400692;-0.0059762495;-0.016229145;
42.401188;-0.0060117189;-0.017054485;
42.401672;-0.0059997328;-0.016102433;
