in s,C1 in V
-2.9767986E+01,4.87012E-02
-2.9767527E+01,4.33691E-02
-2.9767068E+01,5.93652E-02
-2.9766609E+01,5.22559E-02
-2.9766150E+01,6.64746E-02
-2.9765691E+01,7.35840E-02
-2.9765232E+01,7.18066E-02
-2.9764773E+01,4.69238E-02
-2.9764314E+01,6.46973E-02
-2.9763855E+01,5.04785E-02
-2.9763396E+01,5.75879E-02
-2.9762937E+01,5.75879E-02
-2.9762478E+01,5.93652E-02
-2.9762019E+01,5.22559E-02
-2.9761560E+01,6.64746E-02
-2.9761101E+01,6.29199E-02
-2.9760642E+01,5.04785E-02
-2.9760183E+01,5.75879E-02
-2.9759724E+01,5.58105E-02
-2.9759265E+01,5.22559E-02
-2.9758806E+01,5.58105E-02
-2.9758347E+01,5.40332E-02
-2.9757888E+01,5.22559E-02
-2.9757429E+01,5.58105E-02
-2.9756970E+01,5.58105E-02
-2.9756511E+01,6.11426E-02
-2.9756052E+01,6.11426E-02
-2.9755593E+01,6.46973E-02
-2.9755134E+01,7.00293E-02
-2.9754675E+01,5.75879E-02
-2.9754216E+01,5.93652E-02
-2.9753757E+01,4.69238E-02
-2.9753298E+01,8.06934E-02
-2.9752839E+01,5.93652E-02
-2.9752380E+01,5.93652E-02
-2.9751921E+01,7.00293E-02
-2.9751462E+01,5.93652E-02
-2.9751003E+01,5.75879E-02
-2.9750544E+01,6.64746E-02
-2.9750085E+01,6.11426E-02
-2.9749626E+01,4.15918E-02
-2.9749167E+01,6.11426E-02
-2.9748708E+01,7.18066E-02
-2.9748249E+01,7.00293E-02
-2.9747790E+01,6.64746E-02
-2.9747331E+01,5.75879E-02
-2.9746872E+01,5.04785E-02
-2.9746413E+01,5.58105E-02
-2.9745954E+01,5.75879E-02
-2.9745495E+01,6.46973E-02
-2.9745036E+01,6.29199E-02
-2.9744577E+01,4.87012E-02
-2.9744118E+01,6.11426E-02
-2.9743659E+01,5.40332E-02
-2.9743200E+01,5.93652E-02
-2.9742741E+01,6.29199E-02
-2.9742282E+01,6.46973E-02
-2.9741823E+01,7.53613E-02
-2.9741364E+01,6.11426E-02
-2.9740905E+01,6.82520E-02
-2.9740446E+01,7.00293E-02
-2.9739987E+01,5.40332E-02
-2.9739528E+01,6.11426E-02
-2.9739069E+01,6.64746E-02
-2.9738610E+01,5.22559E-02
-2.9738151E+01,6.46973E-02
-2.9737692E+01,5.58105E-02
-2.9737233E+01,6.82520E-02
-2.9736774E+01,6.46973E-02
-2.9736315E+01,6.29199E-02
-2.9735856E+01,6.11426E-02
-2.9735397E+01,4.87012E-02
-2.9734938E+01,5.58105E-02
-2.9734479E+01,4.87012E-02
-2.9734020E+01,5.93652E-02
-2.9733561E+01,6.82520E-02
-2.9733102E+01,6.64746E-02
-2.9732643E+01,6.29199E-02
-2.9732184E+01,6.11426E-02
-2.9731725E+01,8.24707E-02
-2.9731266E+01,5.04785E-02
-2.9730807E+01,6.46973E-02
-2.9730348E+01,5.04785E-02
-2.9729889E+01,6.29199E-02
-2.9729430E+01,7.00293E-02
-2.9728971E+01,5.75879E-02
-2.9728512E+01,5.22559E-02
-2.9728053E+01,5.40332E-02
-2.9727594E+01,7.71387E-02
-2.9727135E+01,5.93652E-02
-2.9726676E+01,7.18066E-02
-2.9726217E+01,6.29199E-02
-2.9725758E+01,5.93652E-02
-2.9725299E+01,6.46973E-02
-2.9724840E+01,6.64746E-02
-2.9724381E+01,7.00293E-02
-2.9723922E+01,5.58105E-02
-2.9723463E+01,5.75879E-02
-2.9723004E+01,5.40332E-02
-2.9722545E+01,5.93652E-02
-2.9722086E+01,5.40332E-02
-2.9721627E+01,7.18066E-02
-2.9721168E+01,5.93652E-02
-2.9720709E+01,7.18066E-02
-2.9720250E+01,7.00293E-02
-2.9719791E+01,6.46973E-02
-2.9719332E+01,5.93652E-02
-2.9718873E+01,5.93652E-02
-2.9718414E+01,5.75879E-02
-2.9717955E+01,6.11426E-02
-2.9717496E+01,6.11426E-02
-2.9717037E+01,6.64746E-02
-2.9716578E+01,6.11426E-02
-2.9716119E+01,6.29199E-02
-2.9715660E+01,6.64746E-02
-2.9715201E+01,6.11426E-02
-2.9714742E+01,6.46973E-02
-2.9714283E+01,6.11426E-02
-2.9713824E+01,5.22559E-02
-2.9713365E+01,6.11426E-02
-2.9712906E+01,6.11426E-02
-2.9712447E+01,6.29199E-02
-2.9711988E+01,6.64746E-02
-2.9711529E+01,6.64746E-02
-2.9711070E+01,5.58105E-02
-2.9710611E+01,6.46973E-02
-2.9710152E+01,7.89160E-02
-2.9709693E+01,7.35840E-02
-2.9709234E+01,6.29199E-02
-2.9708775E+01,7.18066E-02
-2.9708316E+01,5.22559E-02
-2.9707857E+01,6.11426E-02
-2.9707398E+01,5.75879E-02
-2.9706939E+01,5.40332E-02
-2.9706480E+01,5.22559E-02
-2.9706021E+01,7.18066E-02
-2.9705562E+01,7.35840E-02
-2.9705103E+01,6.11426E-02
-2.9704644E+01,5.22559E-02
-2.9704185E+01,6.29199E-02
-2.9703726E+01,6.11426E-02
-2.9703267E+01,7.35840E-02
-2.9702808E+01,6.46973E-02
-2.9702349E+01,7.71387E-02
-2.9701890E+01,5.58105E-02
-2.9701431E+01,5.75879E-02
-2.9700972E+01,5.93652E-02
-2.9700513E+01,7.00293E-02
-2.9700054E+01,5.93652E-02
-2.9699595E+01,5.75879E-02
-2.9699136E+01,6.11426E-02
-2.9698677E+01,6.46973E-02
-2.9698218E+01,6.29199E-02
-2.9697759E+01,6.11426E-02
-2.9697300E+01,5.58105E-02
-2.9696841E+01,5.58105E-02
-2.9696382E+01,5.58105E-02
-2.9695923E+01,5.40332E-02
-2.9695464E+01,5.40332E-02
-2.9695005E+01,5.75879E-02
-2.9694546E+01,6.29199E-02
-2.9694087E+01,6.29199E-02
-2.9693628E+01,5.93652E-02
-2.9693169E+01,7.00293E-02
-2.9692710E+01,7.00293E-02
-2.9692251E+01,4.15918E-02
-2.9691792E+01,6.46973E-02
-2.9691333E+01,7.00293E-02
-2.9690874E+01,5.22559E-02
-2.9690415E+01,6.46973E-02
-2.9689956E+01,5.75879E-02
-2.9689497E+01,7.53613E-02
-2.9689038E+01,6.29199E-02
-2.9688579E+01,5.22559E-02
-2.9688120E+01,5.75879E-02
-2.9687661E+01,5.40332E-02
-2.9687202E+01,6.29199E-02
-2.9686743E+01,6.46973E-02
-2.9686284E+01,5.22559E-02
-2.9685825E+01,6.11426E-02
-2.9685366E+01,7.18066E-02
-2.9684907E+01,5.93652E-02
-2.9684448E+01,7.35840E-02
-2.9683989E+01,6.11426E-02
-2.9683530E+01,5.04785E-02
-2.9683071E+01,5.75879E-02
-2.9682612E+01,7.35840E-02
-2.9682153E+01,6.29199E-02
-2.9681694E+01,5.93652E-02
-2.9681235E+01,6.46973E-02
-2.9680776E+01,4.51465E-02
-2.9680317E+01,8.06934E-02
-2.9679858E+01,7.18066E-02
-2.9679399E+01,6.29199E-02
-2.9678940E+01,6.29199E-02
-2.9678481E+01,6.29199E-02
-2.9678022E+01,5.75879E-02
-2.9677563E+01,5.40332E-02
-2.9677104E+01,4.51465E-02
-2.9676645E+01,7.00293E-02
-2.9676186E+01,5.75879E-02
-2.9675727E+01,6.11426E-02
-2.9675268E+01,6.11426E-02
-2.9674809E+01,6.29199E-02
-2.9674350E+01,6.64746E-02
-2.9673891E+01,6.11426E-02
-2.9673432E+01,7.00293E-02
-2.9672973E+01,4.69238E-02
-2.9672514E+01,5.40332E-02
-2.9672055E+01,6.46973E-02
-2.9671596E+01,5.75879E-02
-2.9671137E+01,5.93652E-02
-2.9670678E+01,5.75879E-02
-2.9670219E+01,6.29199E-02
-2.9669760E+01,6.64746E-02
-2.9669301E+01,8.24707E-02
-2.9668842E+01,6.11426E-02
-2.9668383E+01,5.58105E-02
-2.9667924E+01,7.71387E-02
-2.9667465E+01,6.64746E-02
-2.9667006E+01,6.11426E-02
-2.9666547E+01,6.82520E-02
-2.9666088E+01,6.64746E-02
-2.9665629E+01,7.18066E-02
-2.9665170E+01,3.98145E-02
-2.9664711E+01,5.75879E-02
-2.9664252E+01,5.93652E-02
-2.9663793E+01,7.35840E-02
-2.9663334E+01,6.82520E-02
-2.9662875E+01,5.58105E-02
-2.9662416E+01,6.46973E-02
-2.9661957E+01,5.04785E-02
-2.9661498E+01,7.00293E-02
-2.9661039E+01,6.64746E-02
-2.9660580E+01,5.93652E-02
-2.9660121E+01,5.75879E-02
-2.9659662E+01,6.46973E-02
-2.9659203E+01,4.87012E-02
-2.9658744E+01,6.64746E-02
-2.9658285E+01,6.46973E-02
-2.9657826E+01,4.51465E-02
-2.9657367E+01,5.93652E-02
-2.9656908E+01,6.46973E-02
-2.9656449E+01,5.40332E-02
-2.9655990E+01,5.22559E-02
-2.9655531E+01,5.75879E-02
-2.9655072E+01,7.35840E-02
-2.9654613E+01,6.11426E-02
-2.9654154E+01,6.29199E-02
-2.9653695E+01,5.75879E-02
-2.9653236E+01,5.22559E-02
-2.9652777E+01,7.00293E-02
-2.9652318E+01,5.75879E-02
-2.9651859E+01,5.58105E-02
-2.9651400E+01,5.93652E-02
-2.9650941E+01,6.11426E-02
-2.9650482E+01,5.58105E-02
-2.9650023E+01,4.33691E-02
-2.9649564E+01,7.35840E-02
-2.9649105E+01,6.46973E-02
-2.9648646E+01,4.51465E-02
-2.9648187E+01,5.40332E-02
-2.9647728E+01,6.11426E-02
-2.9647269E+01,5.40332E-02
-2.9646810E+01,5.93652E-02
-2.9646351E+01,5.93652E-02
-2.9645892E+01,5.58105E-02
-2.9645433E+01,5.75879E-02
-2.9644974E+01,4.33691E-02
-2.9644515E+01,6.29199E-02
-2.9644056E+01,5.75879E-02
-2.9643597E+01,7.53613E-02
-2.9643138E+01,4.69238E-02
